id,breed
6d49de8f03116d2fcf3eb6942a9c6233,airedale
6da6146a2615c85076d54df772df8d17,malinois
6daa0da30db6c20972b50b5fb4742c15,kerry_blue_terrier
6dfc7ab7c93fe65fe4dc5b175c2e8351,tibetan_terrier
6e6cb711d60ba4af0d18224abc2c45ac,walker_hound
6e98ffcac8849ec25bed7b1a63ae25e6,pekinese
6e9fa5651852b77caea00941cad23f95,bouvier_des_flandres
6eaa58eb9a9f96c8474607b72387c91e,american_staffordshire_terrier
6eb8b8fe12568fb2f241328968f4a67d,irish_wolfhound
6ec7a007a28588f6367c31e43f7b9ee7,bluetick
6f00c0775716776cda9977f4133b2876,standard_schnauzer
6fc396bea6794e80bcaeae1d6439ce6f,leonberg
6ff481eeead9d641edf6f59d1016dbd7,collie
700ef49936ff04f8490ceff02b01127f,leonberg
7062866964c8894fa9aa0c91ced60474,keeshond
706502a6f7f079d0dd4fe5287a8c3d59,toy_poodle
707acb2cbc6c351181a087fc94c4b05f,entlebucher
707d53744509d2ddae68e7359b7155aa,lakeland_terrier
70d6066bcc9796967003a09cfd60e76a,beagle
70ea53f50ea3d738665ecb2771f95c49,schipperke
71419c1fd0673846c84a445cef0baa9f,japanese_spaniel
7151b63b2f604fa01b59870c8b8baec3,rhodesian_ridgeback
7224552d70b69007559e6bc19f412769,labrador_retriever
72747719b03c5ff7124878156e8004e7,labrador_retriever
727f8fa18a8668406448e9b00c52c671,irish_wolfhound
72c99ca86c7f12d597a97777e28c5bc2,appenzeller
733cd200a5fee973900125bc25bd67f2,brittany_spaniel
736e858993ff23597502d4483fa62552,cocker_spaniel
73fe2b31f6e54846d580e36ecfe54007,entlebucher
741cc81bf0fef902db5bde7e936e946a,bouvier_des_flandres
74dce62be081b0095cb3d36684af3fd3,border_terrier
75bb4621bc439a77c96f973c6008160d,cairn
76226571b8e2c154f019d8a9e265c880,dhole
767bddefbcbc83a67444bfc76ff42660,dandie_dinmont
7684bc9005956e3fa3cbd7c8d4697e57,miniature_schnauzer
76f332f9bc92a0ede6185410b21065ba,italian_greyhound
770e93c5d9961cc0b72dc41069cdaa62,sealyham_terrier
779f9ae1ab62563cb77672c38f91a1f0,doberman
77ca5fe121dc5b6522a7837d05d1ede7,affenpinscher
77da61ad8cbc01b9396b05eba6b08dc7,norwich_terrier
77f1a9085d57f10fcf733e45f565b287,staffordshire_bullterrier
79bef9a1aebcd3246ec1de034107dd87,boston_bull
79f19e141ef77c11376a2ee137ecd731,greater_swiss_mountain_dog
7a23cdc4394b4161738def43eab00254,staffordshire_bullterrier
7a4cc5606cf632ad77a2285186352aac,samoyed
7a706c61554042281c1d030267a8afc9,west_highland_white_terrier
7a98dcbc73145a80967e0d3471706cba,blenheim_spaniel
7ada1dc3cc4d05c678833061e16fcd06,japanese_spaniel
7afac31b992346ce894c3370f6e632d5,lakeland_terrier
7b3d44303cb84675e31c9ec71f9539ed,sussex_spaniel
7b5292a6c2a1cad3f8266b5ed0598629,saint_bernard
7b7ea2616f2ee3267718d010b92965cd,entlebucher
7bd0187f1b9e4fbbffc6d4e8e98746e5,siberian_husky
7bd50779a45bc1daa49a7bb9c418a9df,irish_terrier
7c036cc0f15aea204c2760897410e799,english_springer
7c235a63491b36c894c68171f3f791d0,standard_poodle
7c577bf4702ba35e902285d4452ed1ca,schipperke
7c81c036681a8b60fab534481c5719cf,border_terrier
7d1a2c40bd3d70e59d803c2aad054a09,west_highland_white_terrier
7d1b168750bb09cfe75266cbe85c6ea3,japanese_spaniel
7d426866692811f2472124148fe2eb54,border_collie
7d5183128424436fe727fe48b0117030,japanese_spaniel
7db94bf9f2634ed4cb5b8f8212cbd0a7,toy_poodle
7e8a4616e6e336611e39f33532f29f51,sealyham_terrier
7eef6dae80d04d0605fa44f0e218b116,bedlington_terrier
7f5414cd8c4dfd37f15f176735b2aa39,basenji
7f988b33eb8736ec69b17c498926d407,bedlington_terrier
7fab16b0b5722629627392b761e22e00,chow
8085807e84c38a6f3a47743d340a91c3,miniature_poodle
80ae1fe5dcf2493a961f45b2e2dc3834,italian_greyhound
817696aaa5d843b6cbaad2698e461872,standard_schnauzer
818b791ea3cb6202fac3319ce285f41f,kelpie
